2017/8/17 9:30:04,9.752925,96.6939715,907.556702,159.803125,42,93,315
2017/8/17 9:45:04,9.98985,96.0899338,900.363386,164.983125,67,106,300
2017/8/17 10:00:04,9.8202,95.495484,898.426724,159.803125,32,92,349
2017/8/17 10:15:04,9.852375,96.5597409,939.373292,160.191625,22,107,308
2017/8/17 10:30:04,9.8787,95.1982591,918.900008,160.28875,71,81,341
2017/8/17 10:45:04,9.81435,95.2461986,907.280036,165.0155,36,99,323
2017/8/17 11:00:04,9.554025,96.2049886,928.859984,158.47575,55,95,350
2017/8/17 11:15:04,9.986925,96.8186142,915.026684,163.817625,57,113,339
2017/8/17 11:30:04,9.659325,96.0036427,944.35328,160.224,51,53,347
2017/8/17 11:45:04,9.612525,96.5693288,898.980056,163.040625,68,86,340
2017/8/17 12:00:04,9.869925,95.0927922,944.35328,160.191625,32,97,300
2017/8/17 12:15:04,9.671025,96.358395,906.450038,161.357125,60,63,340
2017/8/17 12:30:04,9.9957,96.0899338,929.13665,158.7995,45,88,335
2017/8/17 12:45:04,9.69735,95.8981758,895.106732,158.378625,28,89,330
2017/8/17 13:00:04,9.630075,95.7447694,935.223302,163.364375,33,59,307
2017/8/17 13:15:04,9.782175,96.5405651,940.20329,162.36075,47,94,329
2017/8/17 13:30:04,9.87285,95.4763082,908.663366,162.069375,55,74,349
2017/8/17 13:45:04,9.618375,96.7227352,899.256722,158.508125,29,110,313
2017/8/17 14:00:04,9.653475,96.8186142,925.816658,164.335625,46,56,315
2017/8/17 14:15:04,9.986925,95.5146598,912.813356,159.706,51,102,335
2017/8/17 14:30:04,9.984,96.2721039,916.68668,164.983125,35,102,303
2017/8/17 14:45:04,9.77925,96.3200434,895.660064,161.810375,68,74,347
2017/8/17 15:00:04,9.5745,96.2049886,920.83667,163.91475,34,118,316
2017/8/17 15:15:04,9.59205,95.5242477,926.923322,160.256375,57,109,347
2017/8/17 15:30:04,9.554025,95.4379566,938.81996,159.738375,40,109,311
2017/8/17 15:45:04,9.52185,95.2557865,936.606632,162.069375,35,53,343
2017/8/17 16:00:04,9.93135,95.9940548,904.23671,162.9435,50,63,307
2017/8/17 16:15:04,9.752925,96.1762249,915.30335,159.965,36,105,316
2017/8/17 16:30:04,9.7734,95.9269395,921.113336,163.91475,35,103,314
2017/8/18 9:30:04,9.5862,95.4475445,894.5534,162.198875,78,52,316
2017/8/18 9:45:04,9.530625,95.0544406,908.940032,164.983125,47,67,331
2017/8/18 10:00:04,9.82605,96.4734498,929.689982,163.752875,80,82,308
2017/8/18 10:15:04,9.65055,95.1599075,917.240012,164.724125,21,89,301
2017/8/18 10:30:04,9.6915,96.7706747,936.329966,158.767125,52,92,318
2017/8/18 10:45:04,9.893325,96.454274,924.98666,158.86425,72,51,327
2017/8/18 11:00:04,9.711975,96.0995217,923.049998,164.30325,21,97,309
2017/8/18 11:15:04,9.59205,96.1282854,919.176674,158.67,41,83,304
2017/8/18 11:30:04,9.82605,95.9269395,913.92002,164.109,64,95,302
2017/8/18 11:45:04,9.8436,96.166637,905.896706,165.145,62,86,311
2017/8/18 12:00:04,9.98985,96.6556199,926.093324,161.680875,65,63,323
2017/8/18 12:15:04,10.027875,96.1378733,934.116638,162.263625,46,74,340
2017/8/18 12:30:04,9.77925,95.3324897,937.43663,161.45425,55,79,318
2017/8/18 12:45:04,9.56865,96.3488071,911.706692,164.82125,73,112,340
2017/8/18 13:00:04,9.91965,96.0803459,896.490062,159.188,33,84,345
2017/8/18 13:15:04,9.7032,96.5980925,892.893404,162.037,62,83,328
2017/8/18 13:30:04,9.612525,95.7735331,925.816658,163.040625,29,104,324
2017/8/18 13:45:04,9.8202,96.6652078,926.923322,160.41825,20,63,347
2017/8/18 14:00:04,9.905025,95.9461153,909.77003,162.846375,25,94,343
2017/8/18 14:15:04,9.723675,95.6297146,936.883298,163.39675,49,112,341
2017/8/18 14:30:04,9.81435,96.3200434,938.266628,164.141375,28,112,325
2017/8/18 14:45:04,9.869925,96.8282021,894.000068,162.004625,53,61,336
2017/8/18 15:00:04,9.8436,96.1570491,924.156662,162.911125,37,115,321
2017/8/18 15:15:04,9.992775,96.1091096,933.28664,158.313875,20,118,310
2017/8/18 15:30:04,9.764625,96.5309772,920.83667,160.67725,49,89,343
2017/8/18 15:45:04,9.96645,95.7064178,906.450038,162.522625,66,79,317
2017/8/18 16:00:04,9.671025,95.3324897,906.450038,160.968625,24,81,325
2017/8/18 16:15:04,9.984,95.207847,903.960044,158.637625,64,60,320
2017/8/18 16:30:04,9.9138,95.7351815,898.70339,164.82125,54,61,325
2017/8/21 9:30:04,9.717825,95.8214726,931.349978,160.709625,53,70,349
2017/8/21 9:45:04,9.589125,96.166637,896.490062,162.975875,53,66,301
2017/8/21 10:00:04,9.8436,96.6556199,903.130046,158.054875,57,61,328
2017/8/21 10:15:04,9.910875,95.9652911,901.47005,158.60525,56,67,329
2017/8/21 10:30:04,9.922575,95.3229018,914.473352,161.616125,45,106,333
2017/8/21 10:45:04,9.548175,95.6393025,940.20329,159.867875,72,116,348
2017/8/21 11:00:04,9.840675,95.6009509,923.326664,160.80675,59,94,335
2017/8/21 11:15:04,9.641775,95.207847,912.813356,159.090875,62,85,350
2017/8/21 11:30:04,9.95475,96.7323231,901.746716,161.227625,53,108,338
2017/8/21 11:45:04,9.530625,96.6652078,898.150058,161.26,46,115,338
2017/8/21 12:00:04,9.7383,96.0611701,894.000068,158.831875,48,56,339
2017/8/21 12:15:04,9.76755,96.070758,915.856682,160.80675,45,64,311
2017/8/21 12:30:04,9.58035,95.9077637,925.816658,163.623375,70,118,322
2017/8/21 12:45:04,9.74415,96.3871587,942.416618,158.508125,77,74,304
2017/8/21 13:00:04,9.6915,95.1599075,936.883298,162.652125,31,108,326
2017/8/21 13:15:04,9.770475,96.2241644,907.833368,159.026125,76,65,310
2017/8/21 13:30:04,9.671025,96.7610868,915.30335,160.968625,35,72,325
2017/8/21 13:45:04,10.01325,96.5309772,909.493364,163.91475,33,109,325
2017/8/21 14:00:04,9.8202,95.303726,908.663366,163.623375,52,57,301
2017/8/21 14:15:04,9.881625,96.7035594,935.499968,163.13775,62,60,302
2017/8/21 14:30:04,9.86115,95.8981758,938.81996,162.74925,31,70,339
2017/8/21 14:45:04,9.73245,95.0544406,935.776634,161.227625,63,70,350
2017/8/21 15:00:04,9.9255,95.2749623,916.133348,164.886,44,77,309
2017/8/21 15:15:04,9.97815,95.9269395,929.13665,158.961375,78,75,346
2017/8/21 15:30:04,9.6798,95.0927922,937.713296,163.7205,80,51,310
2017/8/21 15:45:04,9.554025,95.6968299,939.373292,165.112625,72,54,331
2017/8/21 16:00:04,9.600825,95.2270228,933.563306,159.51175,60,95,323
2017/8/21 16:15:04,10.027875,96.8090263,910.323362,163.040625,63,102,340
2017/8/21 16:30:04,9.5979,95.5050719,933.28664,159.349875,62,65,300
